,word,detail,code
251,alvar,"Late 19th century; earliest use found in Baedeker&#39;s Norway &amp; Sweden. From Swedish alvar, † alfvar from Swedish regional (Öland) alvar, alver, (Gotland) alver, alvar, alvur, related to Swedish alf, alv kind of (hard) subsoil, cognate with Danish al, in the same sense (also Old Danish aluaer), and apparently further with German regional (Bavaria) Alben kind of chalk soil, probably ultimately from the same Indo-European base as classical Latin albus white.",2
252,alveolar,other,0
253,alwatar,other,0
254,alxenor,other,0
255,alzheimer,other,0
256,amager,other,0
257,amahaggar,other,0
258,amajor,other,0
259,amandor,other,0
260,amar,other,0
261,amasser,amass,1
262,amazer,other,0
263,ambassador,"Late Middle English: from French ambassadeur, from Italian ambasciator, based on Latin ambactus ‘servant’.",2
264,amber,"Late Middle English (also in the sense ‘ambergris’): from Old French ambre, from Arabic ‘anbar ‘ambergris’, later ‘amber’.",2
265,ambler,amble,1
266,ambusher,other,0
267,amelancher,other,0
268,amelanchier,From French dialect amelancier ‘medlar’.,2
269,amer,other,0
270,aminor,other,0
271,amintor,other,0
272,ammeter,Late 19th century: from ampere + -meter.,2
273,amner,other,0
274,amor,other,0
275,amother,other,0
276,amotor,other,0
277,amper,other,0
278,amphicar,other,0
279,amphitheater,other,0
280,amplifier,other,0
281,amplimer,other,0
282,amser,other,0
283,amsler,other,0
284,amuzegar,other,0
285,analyser,analyse,1
286,analyzer,other,0
287,anaphor,1970s: back-formation from anaphora.,2
288,anaximander,other,0
289,anbar,other,0
290,ancaster,other,0
291,ancester,other,0
292,ancestor,"Middle English: from Old French ancestre, from Latin antecessor, from antecedere, from ante ‘before’ + cedere ‘go’.",2
293,anchor,"Old English ancor, ancra, via Latin from Greek ankura; reinforced in Middle English by Old French ancre. The current form is from anchora, an erroneous Latin spelling. The verb (from Old French ancrer) dates from Middle English.",2
294,ancor,other,0
295,andhelicobacter,other,0
296,andmotor,other,0
297,andmutter,other,0
298,andor,other,0
299,andother,other,0
300,anemometer,Early 18th century: from Greek anemos ‘wind’ + -meter.,2
301,anenometer,other,0
302,angar,other,0
303,anger,"Middle English: from Old Norse angr ‘grief’, angra ‘vex’. The original use was in the Old Norse senses; current senses date from late Middle English.",2
304,angerer,other,0
305,angier,other,0
306,angiosper,other,0
307,angler,other,0
308,angster,other,0
309,anheuser,other,0
310,animator,other,0
311,anither,other,0
312,anixter,other,0
313,anjer,other,0
314,anker,other,0
315,anklebiter,other,0
316,anklewarmer,other,0
317,ankober,other,0
318,anmer,other,0
319,annewanter,other,0
320,annider,other,0
321,annihilator,annihilate,1
322,annotator,annotate,1
323,announcer,other,0
324,annuar,other,0
325,annunciator,other,0
326,annuver,other,0
327,anor,other,0
328,anorakster,other,0
329,another,Middle English: as an other until the 16th century.,2
330,anser,other,0
331,anskar,other,0
332,answer,"Old English andswaru (noun), andswarian (verb), of Germanic origin; from a base shared by swear.",2
333,answerer,answer,1
334,antagoniser,other,0
335,anteater,other,0
336,antechamber,"Mid 17th century (as antichamber): from French antichambre, from Italian anticamera, from anti- ‘preceding’ + camera (see chamber).",2
337,antenor,other,0
338,anter,other,0
339,anteroposterior,other,0
340,anther,"Early 18th century: from French anthère or modern Latin anthera, from Greek anthēra ‘flowery’, from anthos ‘flower’.",2
341,anticancer,other,0
342,anticipator,anticipate,1
343,antimacassar,Mid 19th century: from anti- + Macassar.,2
344,antimatter,other,0
345,antipater,other,0
346,antiphoner,other,0
347,antiradar,other,0
348,antitumor,other,0
349,antiulcer,other,0
350,antiwar,other,0
351,antler,"Late Middle English (originally denoting the lowest (forward-directed) branch of the antler): from Anglo-Norman French, variant of Old French antoillier, of unknown origin.",2
352,antoher,other,0
353,anumber,other,0
354,anuvver,other,0
355,anwaar,other,0
356,anwar,other,0
357,anweiler,other,0
358,anyother,other,0
359,anywhither,Early 16th century. From any + whither.,2
360,apgar,other,0
361,aphaenogaster,other,0
362,apiaster,other,0
363,apocrisiar,other,0
364,aporepressor,other,0
365,apparitor,other,0
366,appeaser,appease,1
367,appenzeller,other,0
368,appetiser,other,0
369,appetizer,other,0
370,applauder,other,0
371,applicator,Mid 17th century: from Latin applicat- ‘fastened to’ (from the verb applicare) + -or.,2
372,applier,apply,1
373,appointer,appoint,1
374,appointor,other,0
375,appraiser,appraise,1
376,appreciator,other,0
377,appropriator,appropriate,1
378,approver,other,0
379,appserver,other,0
380,aptaker,other,0
381,aquablaster,other,0
382,aquascaper,other,0
383,aquastar,other,0
384,aquiar,other,0
385,aquifer,Early 20th century: from Latin aqui- (from aqua ‘water’) + -fer ‘bearing’.,2
386,aramar,other,0
387,arandar,other,0
388,arar,other,0
389,arator,other,0
390,arbalastier,other,0
391,arber,other,0
392,arbiter,"Late Middle English: from Latin, ‘judge, supreme ruler’.",2
393,arbitrager,other,0
394,arbitrator,other,0
395,arblaster,other,0
396,arbor,"Mid 17th century: from French arbre ‘tree, axis’. The spelling change was due to association with Latin arbor ‘tree’.",2
397,arcadeowner,other,0
398,archchancellor,other,0
399,archer,"Middle English: from Old French archier, based on Latin arcus ‘bow’.",2
400,architector,other,0
401,archiver,other,0
402,archmaster,other,0
403,archminster,other,0
404,archpredator,other,0
405,archuar,other,0
406,arcserver,other,0
407,ardeer,other,0
408,ardener,other,0
409,ardler,other,0
410,ardor,other,0
411,argar,other,0
412,argentiventer,other,0
413,arguer,argue,1
414,aristocritter,other,0
415,armblaster,other,0
416,armer,Late 16th century. From arm + -er.,2
417,armifer,other,0
418,armiger,"Mid 16th century: Latin, literally ‘bearing arms’, from arma ‘arms’ + gerere ‘to bear’.",2
419,armleder,other,0
420,armor,other,0
421,armourer,"Middle English: from Old French armurier, from armure (see armour).",2
422,arnander,other,0
423,arouser,other,0
424,arranger,other,0
425,arrear,other,0
426,arrer,other,0
427,arrester,other,0
428,arriver,"Early 17th century; earliest use found in Richard Whitbourne (1561–1635), seaman and publicist for Newfoundland. From arrive + -er.",2
429,arroser,other,0
430,arsegripper,other,0
431,arter,"Mid 18th century; earliest use found in Exmoor Scolding. Representing a variety of regional or colloquial pronunciations of after, after, after.",2
432,arthrobacter,other,0
433,articulator,other,0
434,artificer,"Late Middle English: from Anglo-Norman French, probably an alteration of Old French artificien, from artifice (see artifice).",2
435,artnewsletter,other,0
436,artschwager,other,0
437,arveiler,other,0
438,arzner,other,0
439,ascender,other,0
440,ascher,other,0
441,aser,other,0
442,asfar,other,0
443,ashar,other,0
444,ashayer,other,0
445,asher,other,0
446,ashlar,"Middle English: from Old French aisselier from Latin axilla, diminutive of axis ‘plank’.",2
447,ashover,other,0
448,askender,other,0
449,asker,ask,1
450,aslumber,other,0
451,asmar,other,0
452,asner,other,0
453,asnier,other,0
454,asper,other,0
455,aspirator,other,0
456,assailer,other,0
457,assaulter,assault,1
458,assayer,assay,1
459,asscher,other,0
460,assembler,other,0
461,assentor,other,0
462,asser,other,0
463,asserter,assert,1
464,assessedor,other,0
465,assessor,other,0
466,assigner,other,0
467,assignor,other,0
468,assimilator,other,0
469,assister,assist,1
470,assiter,other,0
471,assumer,other,0
472,assurer,assure,1
473,assuror,other,0
474,asswiper,other,0
475,astar,other,0
476,aster,Early 17th century (in the sense ‘a star’): via Latin from Greek astēr ‘star’.,2
477,astler,other,0
478,astmoor,other,0
479,astor,other,0
480,astrologer,other,0
481,astronomer,other,0
482,atar,other,0
483,atcher,other,0
484,atelier,"Late 17th century: from French, from Old French astelle ‘splinter of wood’, from Latin astula.",2
485,atgor,other,0
486,athenor,other,0
487,atmosfear,other,0
488,atomiser,other,0
489,atomizer,other,0
490,atomsmasher,other,0
491,attacker,other,0
492,attainder,"Late Middle English: from Anglo-Norman French, variant (used as a noun) of Old French ateindre in the sense ‘convict, bring to justice’ (see attain).",2
493,attainer,other,0
494,attar,"Late 17th century: via Persian from Arabic ‘iṭr ‘perfume, essence’.",2
495,attcker,other,0
496,attempter,other,0
497,attender,attend,1
498,attenuator,other,0
499,attractor,attract,1
500,atttacker,other,0
501,attwater,other,0
502,atwater,other,0
503,auber,other,0
504,aucher,other,0
505,auchterader,other,0
506,auctioneer,other,0
507,auctor,other,0
508,audiometer,audiometry,1
509,auditor,"Middle English: from Old French auditeur, from Latin auditor, from audire ‘to hear’.",2
510,auer,other,0
511,augenthaler,other,0
512,auger,"Old English nafogār, from nafu (see nave) + gār ‘piercer’. The n was lost by wrong division of a nauger; compare with adder and apron.",2
513,augher,other,0
514,augsburger,other,0
515,auper,other,0
516,aussenseiter,other,0
517,auster,"Old English. From classical Latin auster the south wind, the south, perhaps from the same Indo-European base as east.",2
518,authenticator,authenticate,1
519,author,"Middle English (in the sense ‘a person who invents or causes something’): from Old French autor, from Latin auctor, from augere ‘increase, originate, promote’. The spelling with th arose in the 15th century, and perhaps became established under the influence of authentic.",2
520,autoanalyser,1950s; earliest use found in Science News. From auto- + analyser.,2
521,autoanalyzer,other,0
522,autobiographer,autobiography,1
523,autocar,other,0
524,autocarrier,other,0
525,autochanger,other,0
526,autocorrelator,"1940s. From auto- + correlate + -or, after autocorrelation.",2
527,autocover,other,0
528,autodialler,other,0
529,autoinjector,Early 20th century. From auto- + injector.,2
530,autoloader,other,0
531,autolocator,1970s. From auto- + locator.,2
532,automaker,other,0
533,autopaster,other,0
534,autoradiographer,other,0
535,autoreceptor,1970s.,2
536,autosampler,Early 20th century.,2
537,autoseeker,other,0
538,autosizer,other,0
539,autotimer,other,0
540,autotitrator,other,0
541,autotransformer,other,0
542,autotritrator,other,0
543,autowinder,other,0
544,auver,other,0
545,avar,The name in Avar.,2
546,avatar,"From Sanskrit avatāra ‘descent’, from ava ‘down’ + tar- ‘to cross’.",2
547,avenger,avenge,1
548,aver,"Late Middle English (in the sense ‘declare or confirm to be true’): from Old French averer, based on Latin ad ‘to’ (implying ‘cause to be’) + verus ‘true’.",2
549,aviator,other,0
550,avier,other,0
551,avner,other,0
552,avoider,avoid,1
553,avostar,other,0
554,avtar,other,0
555,awakener,other,0
556,axegrinder,other,0
557,axminster,"Early 19th century: named after the town of Axminster in southern England, noted since the 18th century for the production of carpets.",2
558,axpcluster,other,0
559,ayer,other,0
560,ayivor,other,0
561,ayler,other,0
562,azar,other,0
563,azfar,other,0
564,azhar,other,0
565,azinger,other,0
566,aznar,other,0
567,azor,other,0
568,azotobacter,other,0
569,baaader,other,0
570,baader,other,0
571,babacar,other,0
572,babar,other,0
573,babbar,other,0
574,babbler,other,0
575,baber,other,0
576,babinger,other,0
577,babycover,other,0
578,babyminder,other,0
579,babysitter,other,0
580,babywalker,other,0
581,babywear,other,0
582,bacar,other,0
583,bachelor,Middle English: from Old French bacheler; of uncertain origin.,2
584,bachilor,other,0
585,bachtiar,other,0
586,backbar,other,0
587,backbencher,other,0
588,backbiter,backbite,1
589,backburner,other,0
590,backdoor,other,0
591,backer,other,0
592,backgrounder,other,0
593,backlasher,other,0
594,backliner,other,0
595,backmarker,other,0
596,backorder,other,0
597,backpacker,other,0
598,backrower,other,0
599,backscatter,other,0
600,backscratcher,other,0
601,backslider,backslide,1
602,backstamper,other,0
603,backster,other,0
604,backstroker,other,0
605,backswimmer,other,0
606,backwater,other,0
607,baconer,other,0
608,badajar,other,0
609,badar,other,0
610,badger,"Early 16th century: perhaps from badge, with reference to its distinctive head markings. The verb sense (late 18th century) originates from the sport of badger baiting.",2
611,badinter,other,0
612,badlander,other,0
613,badoer,other,0
614,baedeker,other,0
615,baer,other,0
616,baeyer,other,0
617,baffler,other,0
618,bagger,bag,1
619,baghosier,other,0
620,bagnar,other,0
621,bagnor,other,0
622,bagpiper,bagpipe,1
623,bagsnatcher,other,0
624,bahar,other,0
625,bahmueller,other,0
626,baibar,other,0
627,bailer,bail,1
628,bailor,other,0
629,bairdwear,other,0
630,baiser,other,0
631,baister,other,0
632,baiter,bait,1
633,baitrunner,other,0
634,bakaar,other,0
635,bakar,other,0
636,baker,other,0
637,bakhtar,other,0
638,bakhtiar,other,0
639,bakker,other,0
640,bakthiar,other,0
641,balaguer,other,0
642,balakumar,other,0
643,balancer,balance,1
644,balbinder,other,0
645,balbindor,other,0
646,baler,other,0
647,balfourier,other,0
648,balibar,other,0
649,balladeer,other,0
650,ballblazer,other,0
651,ballbreaker,other,0
652,ballbuster,other,0
653,baller,other,0
654,balletgoer,other,0
655,balletmaster,other,0
656,ballinger,other,0
657,ballitor,other,0
658,ballivicar,other,0
659,ballmoor,other,0
660,ballstar,other,0
661,ballwinner,other,0
662,ballyranter,other,0
663,ballyvicar,other,0
664,balmavicar,other,0
665,balor,other,0
666,balquhidder,other,0
667,baltasar,other,0
668,baltazar,other,0
669,balthasar,other,0
670,balthazar,"1930s: from Balthazar, the name of the king of Babylon, who ‘made a great feast … and drank wine before a thousand’ (Dan. 5:1).",2
671,baluster,"Early 17th century: from French balustre, from Italian balaustro, from balaust(r)a ‘wild pomegranate flower’ (via Latin from Greek balaustion), so named because part of the pillar resembles the curving calyx tube of the flower.",2
672,balwinder,other,0
673,balzer,other,0
674,bamber,other,0
675,bamberger,other,0
676,banagher,other,0
677,banaster,other,0
678,bancomer,other,0
679,bandar,other,0
680,bandleader,other,0
681,bandmaster,other,0
682,bandoleer,other,0
683,bandolier,"Late 16th century: from French bandoulière; perhaps from Spanish bandolera (from banda ‘sash’), or from Catalan bandolera (from bandoler ‘bandit’).",2
684,bandwagonner,other,0
685,baner,other,0
686,banger,other,0
687,bangerter,other,0
688,bangler,other,0
689,banister,"Mid 17th century: from earlier barrister, alteration of baluster.",2
690,banker,other,0
691,bankrobber,other,0
692,bankruptcyanother,other,0
693,banner,"Middle English: from Old French baniere, ultimately of Germanic origin and related to band.",2
694,bannister,other,0
695,bannwalder,other,0
696,banqueteer,other,0
697,banqueter,banquet,1
698,banter,Late 17th century: of unknown origin.,2
699,baptiser,other,0
700,baptizer,other,0
701,bar,"Middle English: from Old French barre (noun), barrer (verb), of unknown origin.",2
702,bararunyeretseinterior,other,0
703,barber,Middle English: via Anglo-Norman French from Old French barbe (see barb).,2
704,barbier,other,0
705,barder,other,0
706,bardister,other,0
707,bargainer,bargain,1
708,bargar,other,0
709,bargemaster,other,0
710,bargeowner,other,0
711,barkeeper,other,0
712,barker,"Late Middle English: from bark + -er. The original sense was ‘a person or animal that barks; a noisy protestor’, hence the current sense (late 17th century).",2
713,barkhar,other,0
714,barkhor,other,0
715,barkor,other,0
716,barmaster,other,0
717,barnfather,other,0
718,barnsmoor,other,0
719,barnstormer,barnstorm,1
720,barometer,Mid 17th century: from Greek baros ‘weight’ + -meter.,2
721,barovier,other,0
722,barracker,other,0
723,barranger,other,0
724,barreller,other,0
725,barrer,other,0
726,barrier,"Late Middle English (denoting a palisade or fortification defending an entrance): from Old French barriere, of unknown origin; related to barre.",2
727,barripper,other,0
728,barrister,"Late Middle English: from the noun bar, perhaps on the pattern of minister.",2
729,bartender,other,0
730,barter,Late Middle English: probably from Old French barater ‘deceive’ (see barratry).,2
731,bartter,other,0
732,baseballer,Mid 19th century; earliest use found in Daily Cleveland (Ohio) Herald. From baseball + -er.,2
733,baseliner,Late 19th century; earliest use found in Wheelman. From baseline + -er.,2
734,bashayer,other,0
735,basher,other,0
736,basinger,other,0
737,basker,other,0
738,basketballer,other,0
739,basketeer,other,0
740,bassiahigher,other,0
741,bassmaker,other,0
742,bassplayer,other,0
743,baster,baste,1
744,batburger,other,0
745,batchelor,other,0
746,batcopter,other,0
747,bater,other,0
748,bather,other,0
749,bathwater,other,0
750,batricar,other,0
751,batter,Middle English: from Old French batre ‘to beat’ (from Latin battuere) + -er.,2
752,batterer,batter,1
753,battlecruiser,other,0
754,battler,other,0
755,battlestar,other,0
756,bauer,other,0
757,bauermeister,other,0
758,baulker,other,0
759,baumeister,other,0
760,baumler,other,0
761,bavcar,other,0
762,bayarbaatar,other,0
763,bayer,other,0
764,bayerischer,other,0
765,bayker,other,0
766,baylor,other,0
767,bayser,other,0
768,bazaar,"Late 16th century: from Italian bazarro, from Turkish, from Persian bāzār ‘market’.",2
769,bazar,other,0
770,beachbar,other,0
771,beachcomber,other,0
772,beachlover,other,0
773,beachmaster,other,0
774,beachwear,other,0
775,beador,other,0
776,beager,other,0
777,beaker,"Middle English (in the sense ‘large drinking container’): from Old Norse bikarr, perhaps based on Greek bikos ‘drinking bowl’.",2
778,beamer,other,0
779,beancounter,other,0
780,beaner,other,0
781,beanflower,other,0
782,bear,"Old English beran, of Germanic origin; from an Indo-European root shared by Sanskrit bharati, Greek pherein, and Latin ferre.",2
783,bearaviator,other,0
784,beardclipper,other,0
785,bearder,other,0
786,beardsmoor,other,0
787,bearer,other,0
788,beaser,other,0
789,beassoumalminister,other,0
790,beastmaster,other,0
791,beater,other,0
792,beatmaster,other,0
793,beaufighter,other,0
794,beaumanor,other,0
795,beautifier,beautify,1
796,beaver,"Old English beofor, befor, of Germanic origin; related to Dutch bever and German Biber, from an Indo-European root meaning ‘brown’.",2
797,beazleblor,other,0
798,bechar,other,0
799,becher,other,0
800,bechhofer,other,0
801,bechteler,other,0
802,bechtler,other,0
803,beckenbauer,other,0
804,beckmesser,other,0
805,beckoner,other,0
806,bedarfsgerechter,other,0
807,bedchamber,other,0
808,bedcover,other,0
809,bedder,other,0
810,bedmaker,other,0
811,bedminster,other,0
812,bedover,other,0
813,bedser,other,0
814,bedsitter,other,0
815,bedsoiler,other,0
816,bedwear,other,0
817,bedwetter,other,0
818,beecher,other,0
819,beefbreeder,other,0
820,beefburger,other,0
821,beefeater,Early 17th century (originally a derogatory term for a well-fed servant): the current sense dates from the late 17th century.,2
822,beekeeper,beekeeping,1
823,beekeper,other,0
824,beenhakker,other,0
825,beeper,other,0
826,beer,"Old English bēor, of West Germanic origin, based on monastic Latin biber ‘a drink’, from Latin bibere ‘to drink’; related to Dutch bier and German Bier.",2
827,beerkeller,other,0
828,beetlecrusher,other,0
829,beezer,"1950s: from the earlier noun beezer, denoting something large or impressive, of unknown origin.",2
830,befor,other,0
831,befriender,other,0
832,begemder,other,0
833,begetter,beget,1
834,beggar,Middle English: from beg + -ar.,2
835,begger,other,0
836,beginner,other,0
837,begor,other,0
838,begrudger,other,0
839,beguiler,beguile,1
840,behar,other,0
841,behaver,other,0
842,behavior,other,0
843,behaviuor,other,0
844,beholder,other,0
845,behrensmeyer,other,0
846,behringer,other,0
847,beidermier,other,0
848,beier,other,0
849,beigbeder,other,0
850,bejabber,other,0
851,bejar,other,0
852,bekker,other,0
853,belaguer,other,0
854,belanger,other,0
855,belayer,belay,1
856,belcher,other,0
857,belchier,other,0
858,belegar,other,0
859,believer,other,0
860,bellador,other,0
861,bellanger,other,0
862,bellaser,other,0
863,bellchamber,other,0
864,bellenger,other,0
865,beller,other,0
866,bellever,other,0
867,bellflower,other,0
