,word,detail,code
566,aznar,other,0
567,azor,other,0
568,azotobacter,other,0
569,baaader,other,0
570,baader,other,0
571,babacar,other,0
572,babar,other,0
573,babbar,other,0
574,babbler,other,0
575,baber,other,0
576,babinger,other,0
577,babycover,other,0
578,babyminder,other,0
579,babysitter,other,0
580,babywalker,other,0
581,babywear,other,0
582,bacar,other,0
584,bachilor,other,0
585,bachtiar,other,0
586,backbar,other,0
587,backbencher,other,0
589,backburner,other,0
590,backdoor,other,0
591,backer,other,0
592,backgrounder,other,0
593,backlasher,other,0
594,backliner,other,0
595,backmarker,other,0
596,backorder,other,0
597,backpacker,other,0
598,backrower,other,0
599,backscatter,other,0
600,backscratcher,other,0
602,backstamper,other,0
603,backster,other,0
604,backstroker,other,0
605,backswimmer,other,0
606,backwater,other,0
607,baconer,other,0
608,badajar,other,0
609,badar,other,0
611,badinter,other,0
612,badlander,other,0
613,badoer,other,0
614,baedeker,other,0
615,baer,other,0
616,baeyer,other,0
617,baffler,other,0
619,baghosier,other,0
620,bagnar,other,0
621,bagnor,other,0
623,bagsnatcher,other,0
624,bahar,other,0
625,bahmueller,other,0
626,baibar,other,0
628,bailor,other,0
629,bairdwear,other,0
630,baiser,other,0
631,baister,other,0
633,baitrunner,other,0
634,bakaar,other,0
635,bakar,other,0
636,baker,other,0
637,bakhtar,other,0
638,bakhtiar,other,0
639,bakker,other,0
640,bakthiar,other,0
641,balaguer,other,0
642,balakumar,other,0
644,balbinder,other,0
645,balbindor,other,0
646,baler,other,0
647,balfourier,other,0
648,balibar,other,0
649,balladeer,other,0
650,ballblazer,other,0
651,ballbreaker,other,0
652,ballbuster,other,0
653,baller,other,0
654,balletgoer,other,0
655,balletmaster,other,0
656,ballinger,other,0
657,ballitor,other,0
658,ballivicar,other,0
659,ballmoor,other,0
660,ballstar,other,0
661,ballwinner,other,0
662,ballyranter,other,0
663,ballyvicar,other,0
664,balmavicar,other,0
665,balor,other,0
666,balquhidder,other,0
667,baltasar,other,0
668,baltazar,other,0
669,balthasar,other,0
672,balwinder,other,0
673,balzer,other,0
674,bamber,other,0
675,bamberger,other,0
676,banagher,other,0
677,banaster,other,0
678,bancomer,other,0
679,bandar,other,0
680,bandleader,other,0
681,bandmaster,other,0
682,bandoleer,other,0
684,bandwagonner,other,0
685,baner,other,0
686,banger,other,0
687,bangerter,other,0
688,bangler,other,0
690,banker,other,0
691,bankrobber,other,0
692,bankruptcyanother,other,0
694,bannister,other,0
695,bannwalder,other,0
696,banqueteer,other,0
699,baptiser,other,0
700,baptizer,other,0
702,bararunyeretseinterior,other,0
704,barbier,other,0
705,barder,other,0
706,bardister,other,0
708,bargar,other,0
709,bargemaster,other,0
710,bargeowner,other,0
711,barkeeper,other,0
713,barkhar,other,0
714,barkhor,other,0
715,barkor,other,0
716,barmaster,other,0
717,barnfather,other,0
718,barnsmoor,other,0
721,barovier,other,0
722,barracker,other,0
723,barranger,other,0
724,barreller,other,0
725,barrer,other,0
727,barripper,other,0
729,bartender,other,0
731,bartter,other,0
734,bashayer,other,0
735,basher,other,0
736,basinger,other,0
737,basker,other,0
738,basketballer,other,0
739,basketeer,other,0
740,bassiahigher,other,0
741,bassmaker,other,0
742,bassplayer,other,0
744,batburger,other,0
745,batchelor,other,0
746,batcopter,other,0
747,bater,other,0
748,bather,other,0
749,bathwater,other,0
750,batricar,other,0
753,battlecruiser,other,0
754,battler,other,0
755,battlestar,other,0
756,bauer,other,0
757,bauermeister,other,0
758,baulker,other,0
759,baumeister,other,0
760,baumler,other,0
761,bavcar,other,0
762,bayarbaatar,other,0
763,bayer,other,0
764,bayerischer,other,0
765,bayker,other,0
766,baylor,other,0
767,bayser,other,0
769,bazar,other,0
770,beachbar,other,0
771,beachcomber,other,0
772,beachlover,other,0
773,beachmaster,other,0
774,beachwear,other,0
775,beador,other,0
776,beager,other,0
778,beamer,other,0
779,beancounter,other,0
780,beaner,other,0
781,beanflower,other,0
783,bearaviator,other,0
784,beardclipper,other,0
785,bearder,other,0
786,beardsmoor,other,0
787,bearer,other,0
788,beaser,other,0
789,beassoumalminister,other,0
790,beastmaster,other,0
791,beater,other,0
792,beatmaster,other,0
793,beaufighter,other,0
794,beaumanor,other,0
797,beazleblor,other,0
798,bechar,other,0
799,becher,other,0
800,bechhofer,other,0
801,bechteler,other,0
802,bechtler,other,0
803,beckenbauer,other,0
804,beckmesser,other,0
805,beckoner,other,0
806,bedarfsgerechter,other,0
807,bedchamber,other,0
808,bedcover,other,0
809,bedder,other,0
810,bedmaker,other,0
811,bedminster,other,0
812,bedover,other,0
813,bedser,other,0
814,bedsitter,other,0
815,bedsoiler,other,0
816,bedwear,other,0
817,bedwetter,other,0
818,beecher,other,0
819,beefbreeder,other,0
820,beefburger,other,0
823,beekeper,other,0
824,beenhakker,other,0
825,beeper,other,0
827,beerkeller,other,0
828,beetlecrusher,other,0
830,befor,other,0
831,befriender,other,0
832,begemder,other,0
835,begger,other,0
836,beginner,other,0
837,begor,other,0
838,begrudger,other,0
840,behar,other,0
841,behaver,other,0
842,behavior,other,0
843,behaviuor,other,0
844,beholder,other,0
845,behrensmeyer,other,0
846,behringer,other,0
847,beidermier,other,0
848,beier,other,0
849,beigbeder,other,0
850,bejabber,other,0
851,bejar,other,0
852,bekker,other,0
853,belaguer,other,0
854,belanger,other,0
856,belcher,other,0
857,belchier,other,0
858,belegar,other,0
859,believer,other,0
860,bellador,other,0
861,bellanger,other,0
862,bellaser,other,0
863,bellchamber,other,0
864,bellenger,other,0
865,beller,other,0
866,bellever,other,0
867,bellflower,other,0
868,bellfounder,other,0
869,bellinger,other,0
870,belljar,other,0
871,bellringer,other,0
872,belltower,other,0
873,bellver,other,0
874,belonger,other,0
875,belser,other,0
876,belshazzar,other,0
877,belter,other,0
878,belver,other,0
879,belvior,other,0
880,bemnor,other,0
881,bencher,other,0
883,bendor,other,0
885,benefitsvictor,other,0
886,benicor,other,0
887,benitier,other,0
888,benster,other,0
889,beobachter,other,0
890,beor,other,0
892,ber,other,0
894,bereiter,other,0
895,berengar,other,0
896,berenger,other,0
897,berenguer,other,0
898,bergader,other,0
899,berger,other,0
900,bergier,other,0
901,bergkelder,other,0
902,bergzaberner,other,0
903,beringar,other,0
904,berker,other,0
905,berkner,other,0
907,berlinguer,other,0
908,bernander,other,0
909,bernauer,other,0
910,beromunster,other,0
911,berryer,other,0
912,berrynarbor,other,0
913,berserker,other,0
914,berthier,other,0
915,bertonor,other,0
916,berzerker,other,0
917,besar,other,0
919,besner,other,0
920,besnier,other,0
921,besor,other,0
922,bessemer,other,0
923,bessner,other,0
924,bestower,other,0
925,bestseller,other,0
926,betablocker,other,0
927,betacolor,other,0
928,betcher,other,0
929,beter,other,0
932,betteshanger,other,0
933,beubler,other,0
934,bever,other,0
937,beyeler,other,0
938,beyer,other,0
939,bhagyanagar,other,0
940,bhaskar,other,0
941,bhatnagar,other,0
942,bhubaneswar,other,0
943,bhuller,other,0
944,biblepuncher,other,0
945,biblethumper,other,0
947,bicknor,other,0
948,bicolor,other,0
949,bidder,other,0
950,biedermayer,other,0
952,biegler,other,0
953,biemiller,other,0
956,biersteker,other,0
957,bifar,other,0
958,bignor,other,0
959,bihar,other,0
960,bijenkor,other,0
961,bijnor,other,0
962,bijoutier,other,0
963,bijser,other,0
964,biker,other,0
965,bilayer,other,0
966,bildhauer,other,0
967,bilfinger,other,0
968,bilgewater,other,0
970,biller,other,0
971,billetor,other,0
972,billingbear,other,0
973,billmaier,other,0
974,billposter,other,0
975,bilmermeer,other,0
976,bilsiter,other,0
977,bimbometer,other,0
978,binder,other,0
979,binegar,other,0
980,bingemer,other,0
982,binliner,other,0
984,bioanalyser,other,0
987,biogrammar,other,0
988,biographer,other,0
989,biolayer,other,0
990,biomarker,other,0
992,biopolymer,other,0
993,bioreactor,other,0
994,bioregister,other,0
995,biosensor,other,0
997,bipolar,other,0
999,birder,other,0
1000,birdfeeder,other,0
1001,birdscarer,other,0
1002,birdwatcher,other,0
1003,birger,other,0
1004,birker,other,0
1006,bister,other,0
1007,bitar,other,0
1008,bitburger,other,0
1009,bitchier,other,0
1011,bitholder,other,0
1012,bitofabanter,other,0
1014,bittner,other,0
1016,bivar,other,0
1017,bjelovar,other,0
1018,bjor,other,0
1019,blackadder,other,0
1021,blackfelter,other,0
1022,blackfriar,other,0
1023,blackler,other,0
1024,blackletter,other,0
1025,blackliner,other,0
1027,blackmanminister,other,0
1028,blackmar,other,0
1029,blackstar,other,0
1030,blackwater,other,0
1031,blackymor,other,0
1033,bladerunner,other,0
1034,blaffer,other,0
1036,blaisconsumer,other,0
1037,blamer,other,0
1038,blammer,other,0
1039,blanchflower,other,0
1040,blaniflower,other,0
1041,blanker,other,0
1042,blanketeer,other,0
1043,blarmhor,other,0
1044,blasier,other,0
1046,blastbuster,other,0
1047,blaster,other,0
1048,blastmaster,other,0
1052,blauner,other,0
1053,blaxter,other,0
1055,bleacher,other,0
1056,blecher,other,0
1057,bleckner,other,0
1058,bleecker,other,0
1059,bleeder,other,0
1060,bleeper,other,0
1061,bleher,other,0
1062,blender,other,0
1063,blenkner,other,0
1064,bletherer,other,0
1065,bleuler,other,0
1067,blinder,other,0
1068,blinker,other,0
1069,blipper,other,0
1071,blitar,other,0
1072,blitzer,other,0
1074,blocker,other,0
1075,blockmaker,other,0
1076,blockmarker,other,0
1077,bloodbottler,other,0
1079,bloodsucker,other,0
1082,bloomwater,other,0
1084,bloor,other,0
1085,blosser,other,0
1086,blotter,other,0
1087,blower,other,0
1088,blowfeather,other,0
1090,blucher,other,0
1091,bluebar,other,0
1092,bluecher,other,0
1093,bluemner,other,0
1094,bluesbreaker,other,0
1095,blueser,other,0
1096,bluesmeister,other,0
1097,bluespower,other,0
1098,bluetower,other,0
1100,blumer,other,0
1101,blumier,other,0
1102,blumler,other,0
1105,blusher,other,0
1109,boarder,other,0
1110,boardsailor,other,0
1111,boardwalker,other,0
1114,boater,other,0
1115,boatowner,other,0
1116,boatyear,other,0
1117,bobber,other,0
1118,bobbysoxer,other,0
1119,bobsleigher,other,0
1120,bocor,other,0
1121,bodger,other,0
1122,bodmer,other,0
1123,bodser,other,0
1125,bodybuilder,other,0
1126,bodyhammer,other,0
1127,bodymaker,other,0
1128,bodyscanner,other,0
1129,bodyshaper,other,0
1131,bodytoner,other,0
1132,bodywarmer,other,0
1133,boedecker,other,0
1134,boedeker,other,0
1135,boegner,other,0
1136,boehemer,other,0
1137,boeninger,other,0
1139,boettger,other,0
1140,boettner,other,0
1141,bogdaner,other,0
1142,bogdanor,other,0
1143,bogler,other,0
1144,bogner,other,0
1145,bognor,other,0
1146,bogor,other,0
1147,bogsider,other,0
1148,bogtrotter,other,0
1149,bohor,other,0
1150,boiler,other,0
1151,boilermaker,other,0
1152,bojtar,other,0
1153,bokeler,other,0
1154,boldbaatar,other,0
1155,boler,other,0
1156,bolger,other,0
1157,bolinder,other,0
1158,bolinger,other,0
1160,boller,other,0
1161,bolshevizer,other,0
1162,bolsover,other,0
1164,bolter,other,0
1165,bombadier,other,0
1167,bomber,other,0
1168,bombmaker,other,0
1169,bomer,other,0
1170,bonar,other,0
1171,bondager,other,0
1172,bonder,other,0
1173,bondholder,other,0
1174,bondor,other,0
1175,bondster,other,0
1176,bonecrusher,other,0
1177,bonefier,other,0
1178,boneshaker,other,0
1179,bonger,other,0
1180,bongwater,other,0
1181,bonhoeffer,other,0
1182,bonior,other,0
1183,boniver,other,0
1185,bonker,other,0
1186,bonnar,other,0
1187,bonsor,other,0
1189,boobyer,other,0
1190,boohaker,other,0
1191,bookbinder,other,0
1192,bookbuyer,other,0
1193,bookcover,other,0
1194,bookdealer,other,0
1195,booker,other,0
1196,bookkeeper,other,0
1197,booklover,other,0
1198,bookmaker,other,0
1199,bookrunner,other,0
1200,bookseller,other,0
1201,booler,other,0
1204,boorer,other,0
1205,booster,other,0
1206,booter,other,0
1208,bootmaker,other,0
1209,bootscraper,other,0
1210,bootstrapper,other,0
1211,boozebuster,other,0
1212,boozer,other,0
1213,boozler,other,0
1215,bor,other,0
1217,borderer,other,0
1218,borer,other,0
1219,borger,other,0
1220,bornschier,other,0
1221,boroughmonger,other,0
1222,borrower,other,0
1223,borsholder,other,0
1224,borstorffer,other,0
1225,borther,other,0
1226,bortzmeyer,other,0
1227,bosher,other,0
1228,boter,other,0
1231,botnar,other,0
1232,bottcher,other,0
1233,botticker,other,0
1234,bottiger,other,0
1235,bottlebuyer,other,0
1236,bottler,other,0
1237,boubaker,other,0
1238,bouchier,other,0
1239,boukar,other,0
1240,boulanger,other,0
1242,boulderer,other,0
1243,boulenger,other,0
1245,boulmer,other,0
1246,bouncer,other,0
1247,bounder,other,0
1248,bourgchier,other,0
1249,boutcher,other,0
1251,bouyer,other,0
1252,bovelander,other,0
1254,bowater,other,0
1255,bowbazaar,other,0
1256,bowder,other,0
1257,bowdler,other,0
1259,bowker,other,0
1261,bowmaker,other,0
1262,bowmer,other,0
1264,bowsher,other,0
1265,bowthruster,other,0
1266,bowyer,other,0
1267,bowzer,other,0
1268,boxcar,other,0
1270,boxmaker,other,0
1271,boxmoor,other,0
1272,boxshifter,other,0
1274,boycotter,other,0
1275,boypower,other,0
1276,boyter,other,0
1277,bozidar,other,0
1279,bracher,other,0
1280,bracker,other,0
1281,bradbeer,other,0
1282,bragar,other,0
1284,braider,other,0
1285,brailler,other,0
1286,brainboxbatterer,other,0
1287,brainer,other,0
1288,brainfuddler,other,0
1289,brainkiller,other,0
1290,brainpower,other,0
1292,brainteaser,other,0
1293,bramber,other,0
1294,bramer,other,0
1295,brammer,other,0
1296,brancardier,other,0
1297,brancker,other,0
1298,brandenburger,other,0
1300,brandmaker,other,0
1301,brandmeier,other,0
1302,branner,other,0
1303,brasier,other,0
1304,brassfounder,other,0
1305,brassworker,other,0
1306,bratpacker,other,0
1307,brauner,other,0
1308,braunschweiger,other,0
1310,brawner,other,0
1312,braziller,other,0
1313,breacker,other,0
1314,breadwinner,other,0
1316,breaker,other,0
1318,breakspear,other,0
1319,breakwater,other,0
1320,brear,other,0
1321,breastroker,other,0
1324,breathalyzer,other,0
1325,breather,other,0
1326,brecher,other,0
1327,brecker,other,0
1328,bredder,other,0
1329,bredgar,other,0
1330,breechesmaker,other,0
1331,breeder,other,0
1332,breger,other,0
1333,brehmer,other,0
1334,breitmeyer,other,0
1335,breker,other,0
1336,brekker,other,0
1337,bremnar,other,0
1338,bremner,other,0
1339,brenner,other,0
1340,brenninkmeyer,other,0
1341,breslauer,other,0
1342,bressummer,other,0
1343,bretschneider,other,0
1344,breuer,other,0
1345,brewer,other,0
1346,brewster,other,0
1347,breyer,other,0
1348,brezner,other,0
1350,bricklayeer,other,0
1351,bricklayer,other,0
1352,brickmaker,other,0
1353,bricoler,other,0
1354,bridalwear,other,0
1355,bridder,other,0
1356,brider,other,0
1357,bridgekeeper,other,0
1358,bridgemaster,other,0
1359,bridgewater,other,0
1360,briefer,other,0
1361,brienzer,other,0
1363,brigader,other,0
1365,brightener,other,0
1366,brightwater,other,0
1368,brinker,other,0
1369,briquetter,other,0
1370,brister,other,0
1371,brither,other,0
1372,britischer,other,0
1373,britisher,other,0
1374,brittlestar,other,0
1375,broadcaster,other,0
1376,broadmoor,other,0
1377,broadwater,other,0
1378,brochier,other,0
1379,brockelschiefer,other,0
1380,broder,other,0
1381,brodgar,other,0
1382,broger,other,0
1383,brogger,other,0
1384,broiler,other,0
1386,bronchodilator,other,0
1387,bronchomotor,other,0
1388,broncobuster,other,0
1389,bronfenbrenner,other,0
1390,brontoburger,other,0
1391,bronzer,other,0
1392,broodthaer,other,0
1393,brooker,other,0
1394,brookmeyer,other,0
1395,brookner,other,0
1396,bror,other,0
1397,broster,other,0
1398,broter,other,0
1400,brotherswater,other,0
1401,brothger,other,0
1402,broubster,other,0
1403,brouncker,other,0
1404,brouster,other,0
1405,brower,other,0
1406,browesminister,other,0
1407,brownber,other,0
1408,brownmiller,other,0
1409,brownmoor,other,0
1410,brownsberger,other,0
1411,brownsover,other,0
1412,browser,other,0
1413,bruaer,other,0
1414,bruar,other,0
1415,brubaker,other,0
1416,bruckmoser,other,0
1417,bruckner,other,0
1418,brueckner,other,0
1419,bruer,other,0
1420,brugger,other,0
1421,bruiser,other,0
1422,bruner,other,0
1423,brunker,other,0
1424,brushmaker,other,0
1425,brushseller,other,0
1426,brushwasher,other,0
1427,brusselator,other,0
1429,bryer,other,0
1430,bryher,other,0
1431,brymer,other,0
1432,brynmor,other,0
1433,bubaneshwar,other,0
1434,bubber,other,0
1435,bubbler,other,0
1436,buber,other,0
1438,bucer,other,0
1439,buchbinder,other,0
1440,bucher,other,0
1441,buchler,other,0
1442,bucker,other,0
1443,bucklemaker,other,0
1445,buckmaster,other,0
1446,buckner,other,0
1447,bucknor,other,0
1448,budeler,other,0
1450,budgeteer,other,0
1451,budgetholder,other,0
1452,budvar,other,0
1454,buffler,other,0
1455,bugar,other,0
1457,buggar,other,0
1460,bugner,other,0
1461,buhagiar,other,0
1462,buhler,other,0
1463,builder,other,0
1464,buiter,other,0
1465,bujar,other,0
1466,bukler,other,0
1467,bulbar,other,0
1469,bulger,other,0
1470,bulghar,other,0
1471,bulker,other,0
1472,bullator,other,0
1473,bulldozer,other,0
1474,buller,other,0
1476,bullier,other,0
1477,bullmaster,other,0
1478,bullroar,other,0
1479,bullshitter,other,0
1480,bullworker,other,0
1481,bulmer,other,0
1482,bulrusher,other,0
1483,bulsar,other,0
1484,bulwer,other,0
1486,bumer,other,0
1487,bumfreezer,other,0
1488,bumfucker,other,0
1491,bunder,other,0
1492,bundeskanzler,other,0
1493,bundessieger,other,0
1495,bungler,other,0
1497,bunkerer,other,0
1498,bunter,other,0
1499,buraspor,other,0
1500,burgener,other,0
1502,burgermaster,other,0
1503,burgermeister,other,0
1506,burgler,other,0
1507,burgmayer,other,0
1509,burgomeister,other,0
1510,burgtheater,other,0
1511,burmeister,other,0
1512,burner,other,0
1513,burnmoor,other,0
1514,burper,other,0
1517,bursaspor,other,0
1518,burster,other,0
1519,busacher,other,0
1520,busbar,other,0
1521,buscher,other,0
1522,buser,other,0
1524,bushmoor,other,0
1525,bushwacker,other,0
1526,busiger,other,0
1527,businesswear,other,0
1529,busmaker,other,0
1530,busser,other,0
1531,buster,other,0
1534,buswatcher,other,0
1535,butachlor,other,0
1537,butier,other,0
1539,butner,other,0
1540,butor,other,0
1541,butser,other,0
1543,butterfinger,other,0
1544,buttermaker,other,0
1545,butzer,other,0
1546,buyer,other,0
1547,buzzer,other,0
1548,byar,other,0
1549,byer,other,0
1550,byker,other,0
1551,bystander,other,0
1552,bywater,other,0
