,word,detail,code
184,alabaster,"Late Middle English: via Old French from Latin alabaster, alabastrum, from Greek alabastos, alabastros.",2
189,alcazar,"Early 17th century: from Spanish alc芍zar, from Arabic al-qa?r ＆the castle＊.",2
191,alder,"Old English alor, aler, of Germanic origin; related to German Erle; forms spelled with d are recorded from the 14th century.",2
216,allegorizer,"Mid 16th century; earliest use found in John Bale (1495每1563), bishop of Ossory, evangelical polemicist, and historian. From allegorize + -er.",2
221,alligator,"Late 16th century: from Spanish el lagarto ＆the lizard＊, probably based on Latin lacerta.",2
223,allotmenteer,Early 20th century; earliest use found in Evening News (London). From allotment + -eer.,2
232,almoner,"Middle English: from Old French aumonier, based on medieval Latin eleemosynarius, from eleemosyna ＆alms＊ (see alms).",2
233,alnager,Early 16th century; earliest use found in Statutes Prohemium Iohannis Rastell. From alnage + -er.,2
242,altar,"Old English altar, alter, based on late Latin altar, altarium, from Latin altus ＆high＊.",2
246,altimeter,Early 20th century: from Latin altus ＆high＊ + -meter.,2
251,alvar,"Late 19th century; earliest use found in Baedeker&#39;s Norway &amp; Sweden. From Swedish alvar, ? alfvar from Swedish regional (?land) alvar, alver, (Gotland) alver, alvar, alvur, related to Swedish alf, alv kind of (hard) subsoil, cognate with Danish al, in the same sense (also Old Danish aluaer), and apparently further with German regional (Bavaria) Alben kind of chalk soil, probably ultimately from the same Indo-European base as classical Latin albus white.",2
263,ambassador,"Late Middle English: from French ambassadeur, from Italian ambasciator, based on Latin ambactus ＆servant＊.",2
264,amber,"Late Middle English (also in the sense ＆ambergris＊): from Old French ambre, from Arabic ＆anbar ＆ambergris＊, later ＆amber＊.",2
268,amelanchier,From French dialect amelancier ＆medlar＊.,2
272,ammeter,Late 19th century: from ampere + -meter.,2
287,anaphor,1970s: back-formation from anaphora.,2
292,ancestor,"Middle English: from Old French ancestre, from Latin antecessor, from antecedere, from ante ＆before＊ + cedere ＆go＊.",2
293,anchor,"Old English ancor, ancra, via Latin from Greek ankura; reinforced in Middle English by Old French ancre. The current form is from anchora, an erroneous Latin spelling. The verb (from Old French ancrer) dates from Middle English.",2
300,anemometer,Early 18th century: from Greek anemos ＆wind＊ + -meter.,2
303,anger,"Middle English: from Old Norse angr ＆grief＊, angra ＆vex＊. The original use was in the Old Norse senses; current senses date from late Middle English.",2
329,another,Middle English: as an other until the 16th century.,2
332,answer,"Old English andswaru (noun), andswarian (verb), of Germanic origin; from a base shared by swear.",2
336,antechamber,"Mid 17th century (as antichamber): from French antichambre, from Italian anticamera, from anti- ＆preceding＊ + camera (see chamber).",2
340,anther,"Early 18th century: from French anth豕re or modern Latin anthera, from Greek anth言ra ＆flowery＊, from anthos ＆flower＊.",2
343,antimacassar,Mid 19th century: from anti- + Macassar.,2
351,antler,"Late Middle English (originally denoting the lowest (forward-directed) branch of the antler): from Anglo-Norman French, variant of Old French antoillier, of unknown origin.",2
359,anywhither,Early 16th century. From any + whither.,2
371,applicator,Mid 17th century: from Latin applicat- ＆fastened to＊ (from the verb applicare) + -or.,2
385,aquifer,Early 20th century: from Latin aqui- (from aqua ＆water＊) + -fer ＆bearing＊.,2
392,arbiter,"Late Middle English: from Latin, ＆judge, supreme ruler＊.",2
396,arbor,"Mid 17th century: from French arbre ＆tree, axis＊. The spelling change was due to association with Latin arbor ＆tree＊.",2
399,archer,"Middle English: from Old French archier, based on Latin arcus ＆bow＊.",2
416,armer,Late 16th century. From arm + -er.,2
418,armiger,"Mid 16th century: Latin, literally ＆bearing arms＊, from arma ＆arms＊ + gerere ＆to bear＊.",2
421,armourer,"Middle English: from Old French armurier, from armure (see armour).",2
428,arriver,"Early 17th century; earliest use found in Richard Whitbourne (1561每1635), seaman and publicist for Newfoundland. From arrive + -er.",2
431,arter,"Mid 18th century; earliest use found in Exmoor Scolding. Representing a variety of regional or colloquial pronunciations of after, after, after.",2
434,artificer,"Late Middle English: from Anglo-Norman French, probably an alteration of Old French artificien, from artifice (see artifice).",2
446,ashlar,"Middle English: from Old French aisselier from Latin axilla, diminutive of axis ＆plank＊.",2
476,aster,Early 17th century (in the sense ＆a star＊): via Latin from Greek ast言r ＆star＊.,2
484,atelier,"Late 17th century: from French, from Old French astelle ＆splinter of wood＊, from Latin astula.",2
492,attainder,"Late Middle English: from Anglo-Norman French, variant (used as a noun) of Old French ateindre in the sense ＆convict, bring to justice＊ (see attain).",2
494,attar,"Late 17th century: via Persian from Arabic ＆i?r ＆perfume, essence＊.",2
509,auditor,"Middle English: from Old French auditeur, from Latin auditor, from audire ＆to hear＊.",2
512,auger,"Old English nafog芋r, from nafu (see nave) + g芋r ＆piercer＊. The n was lost by wrong division of a nauger; compare with adder and apron.",2
517,auster,"Old English. From classical Latin auster the south wind, the south, perhaps from the same Indo-European base as east.",2
519,author,"Middle English (in the sense ＆a person who invents or causes something＊): from Old French autor, from Latin auctor, from augere ＆increase, originate, promote＊. The spelling with th arose in the 15th century, and perhaps became established under the influence of authentic.",2
520,autoanalyser,1950s; earliest use found in Science News. From auto- + analyser.,2
526,autocorrelator,"1940s. From auto- + correlate + -or, after autocorrelation.",2
529,autoinjector,Early 20th century. From auto- + injector.,2
531,autolocator,1970s. From auto- + locator.,2
535,autoreceptor,1970s.,2
536,autosampler,Early 20th century.,2
545,avar,The name in Avar.,2
546,avatar,"From Sanskrit avat芋ra ＆descent＊, from ava ＆down＊ + tar- ＆to cross＊.",2
548,aver,"Late Middle English (in the sense ＆declare or confirm to be true＊): from Old French averer, based on Latin ad ＆to＊ (implying ＆cause to be＊) + verus ＆true＊.",2
557,axminster,"Early 19th century: named after the town of Axminster in southern England, noted since the 18th century for the production of carpets.",2
583,bachelor,Middle English: from Old French bacheler; of uncertain origin.,2
610,badger,"Early 16th century: perhaps from badge, with reference to its distinctive head markings. The verb sense (late 18th century) originates from the sport of badger baiting.",2
670,balthazar,"1930s: from Balthazar, the name of the king of Babylon, who ＆made a great feast ＃ and drank wine before a thousand＊ (Dan. 5:1).",2
671,baluster,"Early 17th century: from French balustre, from Italian balaustro, from balaust(r)a ＆wild pomegranate flower＊ (via Latin from Greek balaustion), so named because part of the pillar resembles the curving calyx tube of the flower.",2
683,bandolier,"Late 16th century: from French bandouli豕re; perhaps from Spanish bandolera (from banda ＆sash＊), or from Catalan bandolera (from bandoler ＆bandit＊).",2
689,banister,"Mid 17th century: from earlier barrister, alteration of baluster.",2
693,banner,"Middle English: from Old French baniere, ultimately of Germanic origin and related to band.",2
698,banter,Late 17th century: of unknown origin.,2
701,bar,"Middle English: from Old French barre (noun), barrer (verb), of unknown origin.",2
703,barber,Middle English: via Anglo-Norman French from Old French barbe (see barb).,2
712,barker,"Late Middle English: from bark + -er. The original sense was ＆a person or animal that barks; a noisy protestor＊, hence the current sense (late 17th century).",2
720,barometer,Mid 17th century: from Greek baros ＆weight＊ + -meter.,2
726,barrier,"Late Middle English (denoting a palisade or fortification defending an entrance): from Old French barriere, of unknown origin; related to barre.",2
728,barrister,"Late Middle English: from the noun bar, perhaps on the pattern of minister.",2
730,barter,Late Middle English: probably from Old French barater ＆deceive＊ (see barratry).,2
732,baseballer,Mid 19th century; earliest use found in Daily Cleveland (Ohio) Herald. From baseball + -er.,2
733,baseliner,Late 19th century; earliest use found in Wheelman. From baseline + -er.,2
751,batter,Middle English: from Old French batre ＆to beat＊ (from Latin battuere) + -er.,2
768,bazaar,"Late 16th century: from Italian bazarro, from Turkish, from Persian b芋z芋r ＆market＊.",2
777,beaker,"Middle English (in the sense ＆large drinking container＊): from Old Norse bikarr, perhaps based on Greek bikos ＆drinking bowl＊.",2
782,bear,"Old English beran, of Germanic origin; from an Indo-European root shared by Sanskrit bharati, Greek pherein, and Latin ferre.",2
796,beaver,"Old English beofor, befor, of Germanic origin; related to Dutch bever and German Biber, from an Indo-European root meaning ＆brown＊.",2
821,beefeater,Early 17th century (originally a derogatory term for a well-fed servant): the current sense dates from the late 17th century.,2
826,beer,"Old English b言or, of West Germanic origin, based on monastic Latin biber ＆a drink＊, from Latin bibere ＆to drink＊; related to Dutch bier and German Bier.",2
829,beezer,"1950s: from the earlier noun beezer, denoting something large or impressive, of unknown origin.",2
834,beggar,Middle English: from beg + -ar.,2
882,bender,"Late 15th century (denoting instruments such as pliers, for bending things): from bend + -er.",2
884,benefactor,"Late Middle English: from Latin, from bene facere ＆do good (to)＊ (see benefaction).",2
893,berber,"From Arabic barbar, from Greek barbaros ＆foreigner＊ (see barbarian).",2
906,berliner,German.,2
931,better,"Old English betera (adjective), of Germanic origin; related to Dutch beter and German besser, also to best.",2
935,bewilder,"Late 17th century: from be- ＆thoroughly＊ + obsolete wilder ＆lead or go astray＊, of unknown origin.",2
951,biedermeier,"From the name of Gottlieb Biedermaier, a fictitious German provincial schoolmaster and poet created by L. Eichrodt (1854).",2
954,bier,"Old English b言r, of Germanic origin; related to German Bahre, also to bear.",2
955,bierkeller,German Bierkeller ＆beer cellar＊.,2
983,binocular,"Early 18th century (in the sense ＆having two eyes＊): from Latin bini ＆two together＊ + oculus ＆eye＊, on the pattern of ocular.",2
985,biofilter,1930s. From bio- + filter. Compare biofiltration.,2
991,biomatter,1960s.,2
996,biowar,1950s; earliest use found in Galaxy Science Fiction.,2
998,bircher,"From the name of John Birch, a USAF officer and ＆first casualty of the Cold War＊, killed by Chinese communists in 1945.",2
1013,bitter,"Old English biter, of Germanic origin; related to Dutch and German bitter, and probably to bite.",2
1015,bitzer,1920s: abbreviation of the phrase bits and pieces.,2
1020,blackamoor,Early 16th century: from black + Moor.,2
1032,bladder,"Old English bl?dre, of Germanic origin; related to Dutch blaar and German Blatter, also to blow.",2
1049,blather,"Late Middle English (as a verb; originally Scots and northern English dialect): from Old Norse blathra ＆talk nonsense＊, from blathr ＆nonsense＊.",2
1051,blatter,"Early 18th century: originally Scots, of imitative origin.",2
1054,blazer,"Late 19th century: from blaze + -er. The original general sense was ＆a thing that blazes or shines＊ (mid 17th century), giving rise to the term for a brightly coloured sporting jacket.",2
1066,blighter,Early 19th century: from blight + -er.,2
1070,blister,"Middle English: perhaps from Old French blestre ＆swelling, pimple＊.",2
1073,blockbuster,1940s (denoting a huge aerial bomb capable of destroying a whole block of streets): from block + buster.,2
1078,bloodletter,"Old English; earliest use found in Antwerp Glossary. From blood + let + -er, after to let blood.",2
1080,bloodthirster,"Mid 16th century; earliest use found in John Daus (c1516每1602), schoolmaster and translator. From blood + thirster.",2
1081,bloomer,Late 19th century: equivalent to blooming error.,2
1083,blooper,"1926 (originally US, denoting a radio which caused others to bloop, i.e. emit a loud howling noise): from imitative bloop + -er.",2
1089,blubber,"Late Middle English (denoting the foaming of the sea, also a bubble on water): perhaps symbolic; compare with blob and blotch.",2
1103,blunder,Middle English: probably of Scandinavian origin and related to blind.,2
1106,bluster,Late Middle English: ultimately imitative.,2
1108,boar,"Old English b芋r, of West Germanic origin; related to Dutch beer and German B?r.",2
1138,boer,From Dutch boer ＆farmer＊.,2
1159,bolivar,"Named after Sim車n Bol赤var (see Bol赤var, Sim車n).",2
1163,bolster,"Old English, of Germanic origin; related to Dutch bolster and German Polster.",2
1166,bombardier,"Mid 16th century (denoting a soldier in charge of a bombard, an early form of cannon): from French, from Old French bombarde ＆cannon＊ (see bombard).",2
1184,bonkbuster,"1980s: from bonk, on the pattern of blockbuster.",2
1188,bonzer,Early 20th century: perhaps an alteration of bonanza.,2
1202,boomer,Early 19th century: probably from the verb boom + -er.,2
1203,boor,Mid 16th century (in the sense ＆peasant＊): from Low German b迂r or Dutch boer ＆farmer＊.,2
1216,border,Late Middle English: from Old French bordeure; ultimately of Germanic origin and related to board.,2
1229,bother,"Late 17th century (as a noun in the dialect sense ＆noise, chatter＊): of Anglo-Irish origin; probably related to Irish bodhaire ＆noise＊, bodhraim ＆deafen, annoy＊. The verb (originally dialect) meant ＆confuse with noise＊ in the early 18th century.",2
1230,botherer,Early 19th century; earliest use found in Cobbett&#39;s Weekly Political Register. From bother + -er.,2
1241,boulder,Late Middle English: shortened from earlier boulderstone.,2
1244,boulevardier,"Late 19th century: from French, originally in the sense ＆person who frequents boulevards＊.",2
1250,bouvier,"French, literally ＆cowherd＊.",2
1253,bovver,1960s: representing a cockney pronunciation of bother.,2
1258,bower,"Old English b迂r ＆dwelling, inner room＊, of Germanic origin; related to German Bauer ＆birdcage＊.",2
1260,bowler,"Mid 19th century: named after William Bowler, the English hatter who designed it in 1850.",2
1263,bowser,1920s: from the name of a company of oil storage engineers.,2
1269,boxer,"From boxer, translating Chinese y足 h谷 qu芍n, literally ＆righteous harmony fists＊.",2
1273,boyar,Late 16th century: from Russian boyarin ＆grandee＊.,2
1278,bracer,"Late Middle English: from Old French braciere, from bras ＆arm＊ (see bracelet).",2
1291,brainstormer,Early 20th century; earliest use found in The Chicago Tribune. From brainstorm + -er.,2
1311,brazier,"Late 17th century: from French brasier, from braise ＆hot coals＊.",2
1322,breastsummer,Early 17th century: from breast and summer.,2
1323,breathalyser,"1960s: blend of breath and analyse, + -er.",2
1349,briar,"Old English br?r, br言r, of unknown origin.",2
1362,brier,"Old English br?r, br言r, of unknown origin.",2
1364,brigadier,"Late 17th century: from French (see brigade, -ier).",2
1385,broker,"Middle English (denoting a retailer or pedlar): from Anglo-Norman French brocour, of unknown ultimate origin.",2
1399,brother,"Old English br身thor, of Germanic origin; related to Dutch broeder and German Bruder, from an Indo-European root shared by Latin frater.",2
1428,bruvver,Late 19th century: representing a colloquial pronunciation of brother.,2
1437,buccaneer,"Mid 17th century (originally denoting European hunters in the Caribbean): from French boucanier, from boucan ＆a frame on which to cook or cure meat＊, from Tupi mukem.",2
1444,buckler,"Middle English: from Old French (escu) bocler, literally ＆(shield) with a boss＊, from bocle ＆buckle, boss＊ (see buckle).",2
1449,budgerigar,"Mid 19th century: of Aboriginal origin, perhaps an alteration of Kamilaroi gijirrigaa (also in related languages).",2
1453,buffer,"Mid 19th century: probably from obsolete buff (verb), imitative of the sound of a blow to a soft body.",2
1456,bugbear,Late 16th century: probably from obsolete bug ＆bogey＊ (of unknown origin) + bear.,2
1458,bugger,"Middle English (originally denoting a heretic, specifically an Albigensian): from Middle Dutch, from Old French bougre ＆heretic＊, from medieval Latin Bulgarus ＆Bulgarian＊, particularly one belonging to the Orthodox Church and therefore regarded as a heretic by the Roman Church. The sense ＆sodomite＊ (16th century) arose from an association of heresy with forbidden sexual practices; its use as a general insult dates from the early 18th century.",2
1468,bulgar,1930s: from Turkish bulgur ＆bruised grain＊.,2
1489,bummer,"Mid 19th century: perhaps from German Bummler, from bummeln ＆stroll, loaf about＊.",2
1490,bumper,"Late 17th century (in bumper (sense 4 of the noun)): from bump + -er. bumper (sense 4 of the noun) derives from the earlier form bumping, meaning ＆very large, great＊, and is the source of the adjective meaning ＆exceptionally large, fine, or successful＊, as in a bumper year. bumper (sense 3 of the noun) is said to be from an earlier racing term meaning ＆amateur rider＊.",2
1494,bunger,1920s: an alteration of banger.,2
1496,bunker,"Mid 16th century (originally Scots, denoting a seat or bench): perhaps related to bunk.",2
1501,burger,1930s (originally US): abbreviation of hamburger.,2
1504,burgher,"Middle English: from burgh, reinforced by Dutch burger, from burg ＆castle＊ (see borough).",2
1505,burglar,"Mid 16th century: from legal French burgler or Anglo-Latin burgulator, burglator; related to Old French burgier ＆pillage＊.",2
1508,burgomaster,"Late 16th century: from Dutch burgemeester, from burg ＆castle, citadel＊ (see borough) + meester ＆master＊. The change in the final element was due to association with master.",2
1516,bursar,"Late Middle English: from French boursier or (in bursar (sense 1)) medieval Latin bursarius, from bursa ＆bag, purse＊ (see bursa).",2
1523,bushmaster,"Early 19th century: perhaps from Dutch bosmeester, from bos ＆bush＊ + meester ＆master＊.",2
1532,bustier,"1970s: from French, from buste (see bust).",2
1533,bustler,"Mid 17th century; earliest use found in Thomas Urquhart (1611每1660), author and translator. From bustle + -er.",2
1536,butcher,"Middle English: from an Anglo-Norman French variant of Old French bochier, from boc ＆he-goat＊, probably of the same ultimate origin as buck.",2
1538,butler,"Middle English: from Old French bouteillier ＆cup-bearer＊, from bouteille ＆bottle＊.",2
1542,butter,"Old English butere, of West Germanic origin; related to Dutch boter and German Butter, based on Latin butyrum, from Greek bouturon.",2
1554,caber,Early 16th century: from Scottish Gaelic cabar ＆pole＊.,2
1560,cadaver,"Late Middle English: from Latin, from cadere ＆to fall＊.",2
1570,caesar,"Middle English: from Latin Caesar, family name of the Roman statesman Julius Caesar.",2
1575,cahier,Mid 19th century: French; compare with quire.,2
1586,calendar,"Middle English: from Old French calendier, from Latin kalendarium ＆account book＊, from kalendae (see calends).",2
1587,calender,"Late 15th century (as a verb): from French calendre (noun), calendrer (verb), of unknown origin.",2
1590,caliper,Late 16th century: apparently an alteration of calibre.,2
1601,calorimeter,Late 18th century: from Latin calor ＆heat＊ + -meter.,2
1607,camber,"Late Middle English: from Old French cambre, dialect variant of chambre ＆arched＊, from Latin camurus ＆curved inwards＊.",2
1608,camcorder,1980s: blend of camera and recorder.,2
1618,camphor,"Middle English: from Old French camphore or medieval Latin camphora, from Arabic k芋f迂r, via Malay from Sanskrit karp迂ra.",2
1619,campylobacter,"1970s: modern Latin, from Greek kampulos ＆bent＊ + bacterium.",2
1622,cancer,"Old English, from Latin, ＆crab or creeping ulcer＊, translating Greek karkinos, said to have been applied to such tumours because the swollen veins around them resembled the limbs of a crab. canker was the usual form until the 17th century Compare with Cancer.",2
1631,canister,"Late 15th century (denoting a basket): from Latin canistrum, from Greek kanastron ＆wicker basket＊, from kanna ＆cane, reed＊ (see cane).",2
1633,canker,"Middle English (denoting a tumour): from Old French chancre, from Latin cancer ＆crab＊ (see cancer).",2
1640,canter,"Early 18th century (as a verb): short for Canterbury pace or Canterbury gallop, from the supposed easy pace of medieval pilgrims to Canterbury.",2
1641,cantilever,Mid 17th century: of unknown origin.,2
1643,cantor,"Mid 16th century: from Latin, ＆singer＊, from canere ＆sing＊.",2
1648,caper,Late 16th century: abbreviation of capriole.,2
1654,captor,"Mid 16th century: from Latin, from capt- ＆seized, taken＊, from the verb capere.",2
1656,car,"Late Middle English (in the general sense ＆wheeled vehicle＊): from Old Northern French carre, based on Latin carrum, carrus, of Celtic origin.",2
1657,carabineer,"Mid 17th century: from French carabinier, from carabine (see carbine).",2
1662,carbonator,Mid 19th century; earliest use found in The Mechanics&#39; Magazine. From carbonate + -or.,2
1663,carburettor,Mid 19th century: from archaic carburet ＆combine or charge with a hydrocarbon＊ + -or.,2
1673,career,"Mid 16th century (denoting a road or racecourse): from French carri豕re, from Italian carriera, based on Latin carrus ＆wheeled vehicle＊.",2
1684,carpenter,"Middle English: from Anglo-Norman French, from Old French carpentier, charpentier, from late Latin carpentarius (artifex) ＆carriage (maker)＊, from carpentum ＆wagon＊, of Gaulish origin; related to car.",2
1687,carpetbagger,Mid 19th century: originally applied to people from the northern states of the US who went to the South after the Civil War to profit from the Reconstruction.,2
1702,cashier,"Late 16th century: from Dutch cassier or French caissier, from caisse ＆cash＊.",2
1711,castor,"Late 17th century (in castor (sense 2 of the noun)): originally a variant of caster, in the general sense ＆something that casts＊.",2
1723,caterpillar,"Late Middle English: perhaps from a variant of Old French chatepelose, literally ＆hairy cat＊, influenced by obsolete piller ＆ravager＊. The association with ＆cat＊ is found in other languages, e.g. Swiss German Teufelskatz (literally ＆devil&#39;s cat＊), Lombard gatta (literally ＆cat＊). Compare with French chaton, English catkin, which resembles a hairy caterpillar.",2
1725,cathar,"Mid 17th century: from medieval Latin Cathari (plural), from Greek katharoi ＆the pure＊.",2
1728,catheter,"Early 17th century: from late Latin, from Greek kathet言r, from kathienai ＆send or let down＊.",2
1734,cauliflower,"Late 16th century: from obsolete French chou fleuri ＆flowered cabbage＊, probably from Italian cavolfiore or modern Latin cauliflora. The original English form colieflorie or cole-flory had its first element influenced by cole; the second element was influenced by flower during the 17th century.",2
1739,cavalier,"Mid 16th century: from French, from Italian cavaliere, based on Latin caballus ＆horse＊. Compare with caballero and chevalier.",2
1743,caviar,"Mid 16th century: from Italian caviale (earlier caviaro) or French caviar, probably from medieval Greek khaviari.",2
1746,cedar,"Old English, from Old French cedre or Latin cedrus, from Greek kedros.",2
1751,cellar,"Middle English (in the general sense ＆storeroom＊): from Old French celier, from late Latin cellarium ＆storehouse＊, from Latin cella ＆storeroom or chamber＊.",2
1761,censer,"Middle English: from Old French censier, from encensier, from encens (see incense).",2
1762,censor,"Mid 16th century (in censor (sense 2 of the noun)): from Latin, from censere ＆assess＊.",2
1775,cesser,"Mid 16th century: from Old French cesser ＆cease＊, used as a noun.",2
1779,chador,"Early 17th century: from Urdu ch芋dar, chaddar, from Persian ?芋dar ＆sheet or veil＊.",2
1780,chafer,"Old English ceafor, cefer, of Germanic origin; related to Dutch kever.",2
1781,chaffer,Middle English (in the sense ＆trade or trading＊): from Old English c言ap ＆a bargain＊ + faru ＆journey＊; probably influenced by Old Norse kaupf?r.,2
1798,chamber,"Middle English (in the sense ＆private room＊): from Old French chambre, from Latin camera ＆vault, arched chamber＊, from Greek kamara ＆object with an arched cover＊.",2
1800,chamfer,"Mid 16th century (in the sense ＆flute or furrow＊): back-formation from chamfering, from French chamfrain, from chant ＆edge＊ (see cant) + fraint ＆broken＊ (from Old French fraindre ＆break＊, from Latin frangere).",2
1804,chancellor,"Late Old English from Old French cancelier, from late Latin cancellarius ＆porter, secretary＊ (originally a court official stationed at the grating separating public from judges), from cancelli ＆crossbars＊.",2
1806,chandelier,"Mid 18th century: from French, from chandelle ＆candle＊, from Latin candela, from candere ＆be white, glisten＊.",2
1807,chandler,"Middle English (denoting a candle maker or candle seller): from Old French chandelier, from chandelle ＆candle＊ (see chandelier).",2
1815,chanter,"Late Middle English: from Old French chanteor, from Latin cantator, from cantare (see chant).",2
1816,chanticleer,"Middle English: from Old French Chantecler, the name of the cock in the fable Reynard the Fox, from chanter ＆sing, crow＊ (see chant) + cler ＆clear＊.",2
1819,chapter,"Middle English: from Old French chapitre, from Latin capitulum, diminutive of caput ＆head＊.",2
1820,char,Late 17th century: apparently a back-formation from charcoal.,2
1821,character,"Middle English: from Old French caractere, via Latin from Greek kharakt言r ＆a stamping tool＊. From the early sense ＆distinctive mark＊ arose ＆token, feature, or trait＊ (early 16th century), and from this ＆a description, especially of a person&#39;s qualities＊, giving rise to ＆distinguishing qualities＊.",2
1825,charger,"Middle English: from Anglo-Norman French chargeour, from chargier ＆to load＊, from late Latin carricare, carcare ＆to load＊ (see charge).",2
1829,charioteer,"Middle English: from Old French charieter, from chariot ＆large cart＊ (see chariot). The sense in astronomy dates from the early 20th century.",2
1836,charter,"Middle English: from Old French chartre, from Latin chartula, diminutive of charta ＆paper＊ (see card).",2
1845,chatter,Middle English: imitative.,2
1864,cheer,"Middle English: from Old French chiere ＆face＊, from late Latin cara, from Greek kara ＆head＊. The original sense was ＆face＊, hence ＆expression, mood＊, later specifically ＆a good mood＊.",2
1875,chequer,Middle English: from exchequer. The original sense ＆chessboard＊ gave rise to chequered meaning ＆marked like a chessboard＊; hence the sense ＆pattern of squares＊ (early 16th century).,2
1886,chevalier,"Late Middle English (denoting a horseman or mounted knight): from Old French, from medieval Latin caballarius, from Latin caballus ＆horse＊. Compare with caballero and cavalier.",2
1892,chiffonier,"Mid 18th century: from French chiffonnier, chiffonni豕re, literally ＆ragpicker＊, also denoting a chest of drawers for odds and ends.",2
1894,chigger,Mid 18th century: variant of chigoe.,2
1906,chipper,Mid 19th century: perhaps from northern English dialect kipper ＆lively＊.,2
1910,chiropractor,"Early 20th century: from chiro- ＆hand＊ + Greek praktikos ＆practical＊, from prattein ＆do＊, + -or.",2
1913,chitter,Middle English: imitative; compare with chatter.,2
1921,chocker,Second World War (originally naval slang): from chock-a-block.,2
1927,choler,"Late Middle English (also denoting diarrhoea): from Old French colere ＆bile, anger＊, from Latin cholera ＆diarrhoea＊ (from Greek kholera), which in late Latin acquired the senses ＆bile or anger＊, from Greek khol言 ＆bile＊.",2
