,word,detail,code
173,akar,not a word,-1
174,akbar,not a word,-1
175,akebar,not a word,-1
176,akeler,not a word,-1
177,aker,not a word,-1
178,akhbar,not a word,-1
179,akhdar,not a word,-1
180,akhissar,not a word,-1
181,akhtar,not a word,-1
182,akhter,not a word,-1
183,aksar,not a word,-1
184,alabaster,"Late Middle English: via Old French from Latin alabaster, alabastrum, from Greek alabastos, alabastros.",2
185,alachlor,not a word,-1
186,albar,not a word,-1
187,alber,not a word,-1
188,albiger,not a word,-1
189,alcazar,"Early 17th century: from Spanish alcázar, from Arabic al-qaṣr ‘the castle’.",2
190,alcor,not a word,-1
191,alder,"Old English alor, aler, of Germanic origin; related to German Erle; forms spelled with d are recorded from the 14th century.",2
192,aldomovar,not a word,-1
193,aleconner,not a word,-1
194,alehousekeeper,not a word,-1
195,aleister,not a word,-1
196,aleksander,not a word,-1
197,aler,not a word,-1
198,alerter,not a word,-1
199,alertmanager,not a word,-1
200,alexander,not a word,-1
201,alfgar,not a word,-1
202,algigator,not a word,-1
203,aliasmanager,not a word,-1
204,aliasmapper,not a word,-1
205,alienor,other,0
206,alister,not a word,-1
207,alkar,not a word,-1
208,alkaseltzer,not a word,-1
209,alker,not a word,-1
210,alkmaar,not a word,-1
211,allaker,not a word,-1
212,allander,not a word,-1
213,allcomer,not a word,-1
214,alldayer,not a word,-1
215,allder,not a word,-1
216,allegorizer,"Mid 16th century; earliest use found in John Bale (1495–1563), bishop of Ossory, evangelical polemicist, and historian. From allegorize + -er.",2
217,aller,not a word,-1
218,allgemeiner,not a word,-1
219,allibar,not a word,-1
220,allier,not a word,-1
221,alligator,"Late 16th century: from Spanish el lagarto ‘the lizard’, probably based on Latin lacerta.",2
222,allocator,allocate,1
223,allotmenteer,Early 20th century; earliest use found in Evening News (London). From allotment + -eer.,2
224,allover,not a word,-1
225,allrounder,not a word,-1
226,allseater,not a word,-1
227,allstar,not a word,-1
228,allweather,not a word,-1
229,almanzar,not a word,-1
230,almer,not a word,-1
231,almodovar,not a word,-1
232,almoner,"Middle English: from Old French aumonier, based on medieval Latin eleemosynarius, from eleemosyna ‘alms’ (see alms).",2
233,alnager,Early 16th century; earliest use found in Statutes Prohemium Iohannis Rastell. From alnage + -er.,2
234,alner,not a word,-1
235,alomar,not a word,-1
236,alper,not a word,-1
237,alpher,not a word,-1
238,alpiger,not a word,-1
239,alpnacher,not a word,-1
240,alschuler,not a word,-1
241,alster,not a word,-1
242,altar,"Old English altar, alter, based on late Latin altar, altarium, from Latin altus ‘high’.",2
243,altcar,not a word,-1
244,alternator,other,0
245,alther,not a word,-1
246,altimeter,Early 20th century: from Latin altus ‘high’ + -meter.,2
247,altogther,not a word,-1
248,altovar,not a word,-1
249,altvater,not a word,-1
250,aluor,not a word,-1
251,alvar,"Late 19th century; earliest use found in Baedeker&#39;s Norway &amp; Sweden. From Swedish alvar, † alfvar from Swedish regional (Öland) alvar, alver, (Gotland) alver, alvar, alvur, related to Swedish alf, alv kind of (hard) subsoil, cognate with Danish al, in the same sense (also Old Danish aluaer), and apparently further with German regional (Bavaria) Alben kind of chalk soil, probably ultimately from the same Indo-European base as classical Latin albus white.",2
252,alveolar,other,0
253,alwatar,not a word,-1
254,alxenor,not a word,-1
255,alzheimer,not a word,-1
256,amager,not a word,-1
257,amahaggar,not a word,-1
258,amajor,not a word,-1
259,amandor,not a word,-1
260,amar,not a word,-1
261,amasser,amass,1
262,amazer,not a word,-1
263,ambassador,"Late Middle English: from French ambassadeur, from Italian ambasciator, based on Latin ambactus ‘servant’.",2
264,amber,"Late Middle English (also in the sense ‘ambergris’): from Old French ambre, from Arabic ‘anbar ‘ambergris’, later ‘amber’.",2
265,ambler,amble,1
266,ambusher,not a word,-1
267,amelancher,not a word,-1
268,amelanchier,From French dialect amelancier ‘medlar’.,2
269,amer,not a word,-1
270,aminor,not a word,-1
271,amintor,not a word,-1
272,ammeter,Late 19th century: from ampere + -meter.,2
273,amner,not a word,-1
274,amor,not a word,-1
275,amother,not a word,-1
276,amotor,not a word,-1
277,amper,not a word,-1
278,amphicar,not a word,-1
279,amphitheater,not a word,-1
280,amplifier,other,0
281,amplimer,not a word,-1
282,amser,not a word,-1
283,amsler,not a word,-1
284,amuzegar,not a word,-1
285,analyser,analyse,1
286,analyzer,not a word,-1
287,anaphor,1970s: back-formation from anaphora.,2
288,anaximander,not a word,-1
289,anbar,not a word,-1
290,ancaster,not a word,-1
291,ancester,not a word,-1
292,ancestor,"Middle English: from Old French ancestre, from Latin antecessor, from antecedere, from ante ‘before’ + cedere ‘go’.",2
293,anchor,"Old English ancor, ancra, via Latin from Greek ankura; reinforced in Middle English by Old French ancre. The current form is from anchora, an erroneous Latin spelling. The verb (from Old French ancrer) dates from Middle English.",2
294,ancor,not a word,-1
295,andhelicobacter,not a word,-1
296,andmotor,not a word,-1
297,andmutter,not a word,-1
298,andor,not a word,-1
299,andother,not a word,-1
300,anemometer,Early 18th century: from Greek anemos ‘wind’ + -meter.,2
301,anenometer,not a word,-1
302,angar,not a word,-1
303,anger,"Middle English: from Old Norse angr ‘grief’, angra ‘vex’. The original use was in the Old Norse senses; current senses date from late Middle English.",2
304,angerer,not a word,-1
305,angier,not a word,-1
306,angiosper,not a word,-1
307,angler,other,0
308,angster,not a word,-1
309,anheuser,not a word,-1
310,animator,other,0
311,anither,not a word,-1
312,anixter,not a word,-1
313,anjer,not a word,-1
314,anker,not a word,-1
315,anklebiter,not a word,-1
316,anklewarmer,not a word,-1
317,ankober,not a word,-1
318,anmer,not a word,-1
319,annewanter,not a word,-1
320,annider,not a word,-1
321,annihilator,annihilate,1
322,annotator,annotate,1
323,announcer,other,0
324,annuar,not a word,-1
325,annunciator,other,0
326,annuver,not a word,-1
327,anor,not a word,-1
328,anorakster,not a word,-1
329,another,Middle English: as an other until the 16th century.,2
330,anser,not a word,-1
331,anskar,not a word,-1
332,answer,"Old English andswaru (noun), andswarian (verb), of Germanic origin; from a base shared by swear.",2
333,answerer,answer,1
334,antagoniser,not a word,-1
335,anteater,other,0
336,antechamber,"Mid 17th century (as antichamber): from French antichambre, from Italian anticamera, from anti- ‘preceding’ + camera (see chamber).",2
337,antenor,not a word,-1
338,anter,not a word,-1
339,anteroposterior,other,0
340,anther,"Early 18th century: from French anthère or modern Latin anthera, from Greek anthēra ‘flowery’, from anthos ‘flower’.",2
341,anticancer,other,0
342,anticipator,anticipate,1
343,antimacassar,Mid 19th century: from anti- + Macassar.,2
344,antimatter,other,0
345,antipater,not a word,-1
346,antiphoner,not a word,-1
347,antiradar,not a word,-1
348,antitumor,not a word,-1
349,antiulcer,not a word,-1
350,antiwar,not a word,-1
351,antler,"Late Middle English (originally denoting the lowest (forward-directed) branch of the antler): from Anglo-Norman French, variant of Old French antoillier, of unknown origin.",2
352,antoher,not a word,-1
353,anumber,not a word,-1
354,anuvver,not a word,-1
355,anwaar,not a word,-1
356,anwar,not a word,-1
357,anweiler,not a word,-1
358,anyother,not a word,-1
359,anywhither,Early 16th century. From any + whither.,2
360,apgar,not a word,-1
361,aphaenogaster,not a word,-1
362,apiaster,not a word,-1
363,apocrisiar,not a word,-1
364,aporepressor,not a word,-1
365,apparitor,not a word,-1
366,appeaser,appease,1
367,appenzeller,not a word,-1
368,appetiser,not a word,-1
369,appetizer,other,0
370,applauder,not a word,-1
371,applicator,Mid 17th century: from Latin applicat- ‘fastened to’ (from the verb applicare) + -or.,2
372,applier,apply,1
373,appointer,appoint,1
374,appointor,not a word,-1
375,appraiser,appraise,1
376,appreciator,other,0
377,appropriator,appropriate,1
378,approver,other,0
379,appserver,not a word,-1
380,aptaker,not a word,-1
381,aquablaster,not a word,-1
382,aquascaper,not a word,-1
383,aquastar,not a word,-1
384,aquiar,not a word,-1
385,aquifer,Early 20th century: from Latin aqui- (from aqua ‘water’) + -fer ‘bearing’.,2
386,aramar,not a word,-1
387,arandar,not a word,-1
388,arar,not a word,-1
389,arator,not a word,-1
390,arbalastier,not a word,-1
391,arber,not a word,-1
392,arbiter,"Late Middle English: from Latin, ‘judge, supreme ruler’.",2
393,arbitrager,not a word,-1
394,arbitrator,other,0
395,arblaster,not a word,-1
396,arbor,"Mid 17th century: from French arbre ‘tree, axis’. The spelling change was due to association with Latin arbor ‘tree’.",2
397,arcadeowner,not a word,-1
398,archchancellor,not a word,-1
399,archer,"Middle English: from Old French archier, based on Latin arcus ‘bow’.",2
400,architector,not a word,-1
401,archiver,not a word,-1
402,archmaster,not a word,-1
403,archminster,not a word,-1
404,archpredator,not a word,-1
405,archuar,not a word,-1
406,arcserver,not a word,-1
407,ardeer,not a word,-1
408,ardener,not a word,-1
409,ardler,not a word,-1
410,ardor,not a word,-1
411,argar,not a word,-1
412,argentiventer,not a word,-1
413,arguer,argue,1
414,aristocritter,not a word,-1
415,armblaster,not a word,-1
416,armer,Late 16th century. From arm + -er.,2
417,armifer,not a word,-1
418,armiger,"Mid 16th century: Latin, literally ‘bearing arms’, from arma ‘arms’ + gerere ‘to bear’.",2
419,armleder,not a word,-1
420,armor,not a word,-1
421,armourer,"Middle English: from Old French armurier, from armure (see armour).",2
422,arnander,not a word,-1
423,arouser,not a word,-1
424,arranger,other,0
425,arrear,not a word,-1
426,arrer,not a word,-1
427,arrester,other,0
428,arriver,"Early 17th century; earliest use found in Richard Whitbourne (1561–1635), seaman and publicist for Newfoundland. From arrive + -er.",2
429,arroser,not a word,-1
430,arsegripper,not a word,-1
431,arter,"Mid 18th century; earliest use found in Exmoor Scolding. Representing a variety of regional or colloquial pronunciations of after, after, after.",2
432,arthrobacter,not a word,-1
433,articulator,other,0
434,artificer,"Late Middle English: from Anglo-Norman French, probably an alteration of Old French artificien, from artifice (see artifice).",2
435,artnewsletter,not a word,-1
436,artschwager,not a word,-1
437,arveiler,not a word,-1
438,arzner,not a word,-1
439,ascender,other,0
440,ascher,not a word,-1
441,aser,not a word,-1
442,asfar,not a word,-1
443,ashar,not a word,-1
444,ashayer,not a word,-1
445,asher,not a word,-1
446,ashlar,"Middle English: from Old French aisselier from Latin axilla, diminutive of axis ‘plank’.",2
447,ashover,not a word,-1
448,askender,not a word,-1
449,asker,ask,1
450,aslumber,not a word,-1
451,asmar,not a word,-1
452,asner,not a word,-1
453,asnier,not a word,-1
454,asper,not a word,-1
455,aspirator,other,0
456,assailer,not a word,-1
457,assaulter,assault,1
458,assayer,assay,1
459,asscher,not a word,-1
460,assembler,other,0
461,assentor,not a word,-1
462,asser,not a word,-1
463,asserter,assert,1
464,assessedor,not a word,-1
465,assessor,other,0
466,assigner,not a word,-1
467,assignor,other,0
468,assimilator,other,0
469,assister,assist,1
470,assiter,not a word,-1
471,assumer,not a word,-1
472,assurer,assure,1
473,assuror,not a word,-1
474,asswiper,not a word,-1
475,astar,not a word,-1
476,aster,Early 17th century (in the sense ‘a star’): via Latin from Greek astēr ‘star’.,2
477,astler,not a word,-1
478,astmoor,not a word,-1
479,astor,not a word,-1
480,astrologer,other,0
481,astronomer,other,0
482,atar,not a word,-1
483,atcher,not a word,-1
484,atelier,"Late 17th century: from French, from Old French astelle ‘splinter of wood’, from Latin astula.",2
485,atgor,not a word,-1
486,athenor,not a word,-1
487,atmosfear,not a word,-1
488,atomiser,not a word,-1
489,atomizer,other,0
490,atomsmasher,not a word,-1
491,attacker,other,0
492,attainder,"Late Middle English: from Anglo-Norman French, variant (used as a noun) of Old French ateindre in the sense ‘convict, bring to justice’ (see attain).",2
493,attainer,not a word,-1
494,attar,"Late 17th century: via Persian from Arabic ‘iṭr ‘perfume, essence’.",2
495,attcker,not a word,-1
496,attempter,not a word,-1
497,attender,attend,1
498,attenuator,other,0
499,attractor,attract,1
500,atttacker,not a word,-1
501,attwater,not a word,-1
502,atwater,not a word,-1
503,auber,not a word,-1
504,aucher,not a word,-1
505,auchterader,not a word,-1
506,auctioneer,other,0
507,auctor,not a word,-1
508,audiometer,audiometry,1
509,auditor,"Middle English: from Old French auditeur, from Latin auditor, from audire ‘to hear’.",2
510,auer,not a word,-1
511,augenthaler,not a word,-1
512,auger,"Old English nafogār, from nafu (see nave) + gār ‘piercer’. The n was lost by wrong division of a nauger; compare with adder and apron.",2
513,augher,not a word,-1
514,augsburger,not a word,-1
515,auper,not a word,-1
516,aussenseiter,not a word,-1
517,auster,"Old English. From classical Latin auster the south wind, the south, perhaps from the same Indo-European base as east.",2
518,authenticator,authenticate,1
519,author,"Middle English (in the sense ‘a person who invents or causes something’): from Old French autor, from Latin auctor, from augere ‘increase, originate, promote’. The spelling with th arose in the 15th century, and perhaps became established under the influence of authentic.",2
520,autoanalyser,1950s; earliest use found in Science News. From auto- + analyser.,2
521,autoanalyzer,not a word,-1
522,autobiographer,autobiography,1
523,autocar,other,0
524,autocarrier,not a word,-1
525,autochanger,other,0
526,autocorrelator,"1940s. From auto- + correlate + -or, after autocorrelation.",2
527,autocover,not a word,-1
528,autodialler,other,0
529,autoinjector,Early 20th century. From auto- + injector.,2
530,autoloader,not a word,-1
531,autolocator,1970s. From auto- + locator.,2
532,automaker,other,0
533,autopaster,not a word,-1
534,autoradiographer,not a word,-1
535,autoreceptor,1970s.,2
536,autosampler,Early 20th century.,2
537,autoseeker,not a word,-1
538,autosizer,not a word,-1
539,autotimer,not a word,-1
540,autotitrator,not a word,-1
541,autotransformer,other,0
542,autotritrator,not a word,-1
543,autowinder,other,0
544,auver,not a word,-1
545,avar,The name in Avar.,2
546,avatar,"From Sanskrit avatāra ‘descent’, from ava ‘down’ + tar- ‘to cross’.",2
547,avenger,avenge,1
548,aver,"Late Middle English (in the sense ‘declare or confirm to be true’): from Old French averer, based on Latin ad ‘to’ (implying ‘cause to be’) + verus ‘true’.",2
549,aviator,other,0
550,avier,not a word,-1
551,avner,not a word,-1
552,avoider,avoid,1
553,avostar,not a word,-1
554,avtar,not a word,-1
555,awakener,not a word,-1
556,axegrinder,not a word,-1
557,axminster,"Early 19th century: named after the town of Axminster in southern England, noted since the 18th century for the production of carpets.",2
558,axpcluster,not a word,-1
559,ayer,not a word,-1
560,ayivor,not a word,-1
561,ayler,not a word,-1
562,azar,not a word,-1
563,azfar,not a word,-1
564,azhar,not a word,-1
565,azinger,not a word,-1
566,aznar,not a word,-1
567,azor,not a word,-1
568,azotobacter,not a word,-1
569,baaader,not a word,-1
570,baader,not a word,-1
571,babacar,not a word,-1
572,babar,not a word,-1
573,babbar,not a word,-1
574,babbler,other,0
575,baber,not a word,-1
576,babinger,not a word,-1
577,babycover,not a word,-1
578,babyminder,not a word,-1
579,babysitter,other,0
580,babywalker,not a word,-1
581,babywear,not a word,-1
582,bacar,not a word,-1
583,bachelor,Middle English: from Old French bacheler; of uncertain origin.,2
584,bachilor,not a word,-1
585,bachtiar,not a word,-1
586,backbar,other,0
587,backbencher,other,0
588,backbiter,backbite,1
589,backburner,not a word,-1
590,backdoor,not a word,-1
591,backer,other,0
592,backgrounder,other,0
593,backlasher,not a word,-1
594,backliner,not a word,-1
595,backmarker,other,0
596,backorder,not a word,-1
597,backpacker,other,0
598,backrower,not a word,-1
599,backscatter,other,0
600,backscratcher,other,0
601,backslider,backslide,1
602,backstamper,not a word,-1
603,backster,not a word,-1
604,backstroker,other,0
605,backswimmer,other,0
606,backwater,other,0
607,baconer,other,0
608,badajar,not a word,-1
609,badar,not a word,-1
610,badger,"Early 16th century: perhaps from badge, with reference to its distinctive head markings. The verb sense (late 18th century) originates from the sport of badger baiting.",2
611,badinter,not a word,-1
612,badlander,not a word,-1
613,badoer,not a word,-1
614,baedeker,not a word,-1
615,baer,not a word,-1
616,baeyer,not a word,-1
617,baffler,other,0
618,bagger,bag,1
619,baghosier,not a word,-1
620,bagnar,not a word,-1
621,bagnor,not a word,-1
622,bagpiper,bagpipe,1
623,bagsnatcher,not a word,-1
624,bahar,not a word,-1
625,bahmueller,not a word,-1
626,baibar,not a word,-1
627,bailer,bail,1
628,bailor,other,0
629,bairdwear,not a word,-1
630,baiser,not a word,-1
631,baister,not a word,-1
632,baiter,bait,1
633,baitrunner,not a word,-1
634,bakaar,not a word,-1
635,bakar,not a word,-1
636,baker,other,0
637,bakhtar,not a word,-1
638,bakhtiar,not a word,-1
639,bakker,not a word,-1
640,bakthiar,not a word,-1
641,balaguer,not a word,-1
642,balakumar,not a word,-1
643,balancer,balance,1
644,balbinder,not a word,-1
645,balbindor,not a word,-1
646,baler,other,0
647,balfourier,not a word,-1
648,balibar,not a word,-1
649,balladeer,other,0
650,ballblazer,not a word,-1
651,ballbreaker,not a word,-1
652,ballbuster,not a word,-1
653,baller,other,0
654,balletgoer,not a word,-1
655,balletmaster,not a word,-1
656,ballinger,not a word,-1
657,ballitor,not a word,-1
658,ballivicar,not a word,-1
659,ballmoor,not a word,-1
660,ballstar,not a word,-1
661,ballwinner,not a word,-1
662,ballyranter,not a word,-1
663,ballyvicar,not a word,-1
664,balmavicar,not a word,-1
665,balor,not a word,-1
666,balquhidder,not a word,-1
667,baltasar,not a word,-1
668,baltazar,not a word,-1
669,balthasar,not a word,-1
670,balthazar,"1930s: from Balthazar, the name of the king of Babylon, who ‘made a great feast … and drank wine before a thousand’ (Dan. 5:1).",2
671,baluster,"Early 17th century: from French balustre, from Italian balaustro, from balaust(r)a ‘wild pomegranate flower’ (via Latin from Greek balaustion), so named because part of the pillar resembles the curving calyx tube of the flower.",2
672,balwinder,not a word,-1
673,balzer,not a word,-1
674,bamber,not a word,-1
675,bamberger,not a word,-1
676,banagher,not a word,-1
677,banaster,not a word,-1
678,bancomer,not a word,-1
679,bandar,not a word,-1
680,bandleader,other,0
681,bandmaster,other,0
682,bandoleer,not a word,-1
683,bandolier,"Late 16th century: from French bandoulière; perhaps from Spanish bandolera (from banda ‘sash’), or from Catalan bandolera (from bandoler ‘bandit’).",2
684,bandwagonner,not a word,-1
685,baner,not a word,-1
686,banger,other,0
687,bangerter,not a word,-1
688,bangler,not a word,-1
689,banister,"Mid 17th century: from earlier barrister, alteration of baluster.",2
690,banker,other,0
691,bankrobber,not a word,-1
692,bankruptcyanother,not a word,-1
693,banner,"Middle English: from Old French baniere, ultimately of Germanic origin and related to band.",2
694,bannister,not a word,-1
695,bannwalder,not a word,-1
696,banqueteer,not a word,-1
697,banqueter,banquet,1
698,banter,Late 17th century: of unknown origin.,2
699,baptiser,not a word,-1
700,baptizer,not a word,-1
701,bar,"Middle English: from Old French barre (noun), barrer (verb), of unknown origin.",2
702,bararunyeretseinterior,not a word,-1
703,barber,Middle English: via Anglo-Norman French from Old French barbe (see barb).,2
704,barbier,not a word,-1
705,barder,not a word,-1
706,bardister,not a word,-1
707,bargainer,bargain,1
708,bargar,not a word,-1
709,bargemaster,other,0
710,bargeowner,not a word,-1
711,barkeeper,other,0
712,barker,"Late Middle English: from bark + -er. The original sense was ‘a person or animal that barks; a noisy protestor’, hence the current sense (late 17th century).",2
713,barkhar,not a word,-1
714,barkhor,not a word,-1
715,barkor,not a word,-1
716,barmaster,not a word,-1
717,barnfather,not a word,-1
718,barnsmoor,not a word,-1
719,barnstormer,barnstorm,1
720,barometer,Mid 17th century: from Greek baros ‘weight’ + -meter.,2
721,barovier,not a word,-1
722,barracker,not a word,-1
723,barranger,not a word,-1
724,barreller,not a word,-1
725,barrer,not a word,-1
726,barrier,"Late Middle English (denoting a palisade or fortification defending an entrance): from Old French barriere, of unknown origin; related to barre.",2
727,barripper,not a word,-1
728,barrister,"Late Middle English: from the noun bar, perhaps on the pattern of minister.",2
729,bartender,other,0
730,barter,Late Middle English: probably from Old French barater ‘deceive’ (see barratry).,2
731,bartter,not a word,-1
732,baseballer,Mid 19th century; earliest use found in Daily Cleveland (Ohio) Herald. From baseball + -er.,2
733,baseliner,Late 19th century; earliest use found in Wheelman. From baseline + -er.,2
734,bashayer,not a word,-1
735,basher,other,0
736,basinger,not a word,-1
737,basker,not a word,-1
738,basketballer,not a word,-1
739,basketeer,not a word,-1
740,bassiahigher,not a word,-1
741,bassmaker,not a word,-1
742,bassplayer,not a word,-1
743,baster,baste,1
744,batburger,not a word,-1
745,batchelor,not a word,-1
746,batcopter,not a word,-1
747,bater,not a word,-1
748,bather,other,0
749,bathwater,other,0
750,batricar,not a word,-1
751,batter,Middle English: from Old French batre ‘to beat’ (from Latin battuere) + -er.,2
752,batterer,batter,1
753,battlecruiser,other,0
754,battler,other,0
755,battlestar,not a word,-1
756,bauer,not a word,-1
757,bauermeister,not a word,-1
758,baulker,not a word,-1
